row_id,num_sold
22893,419
22894,740
22895,178
22896,202
22897,330
22898,103
22899,372
22900,609
22901,172
22902,334
22903,611
22904,169
22905,671
22906,1059
22907,294
22908,240
22909,423
22910,119
22911,419
22912,740
22913,178
22914,202
22915,330
22916,103
22917,372
22918,609
22919,172
22920,334
22921,611
22922,169
22923,671
22924,1059
22925,294
22926,240
22927,423
22928,119
22929,419
22930,740
22931,178
22932,202
22933,330
22934,103
22935,372
22936,609
22937,172
22938,334
22939,611
22940,169
22941,671
22942,1059
22943,294
22944,240
22945,423
22946,119
22947,419
22948,740
22949,178
22950,202
22951,330
22952,103
22953,372
22954,609
22955,172
22956,334
22957,611
22958,169
22959,671
22960,1059
22961,294
22962,240
22963,423
22964,119
22965,419
22966,740
22967,178
22968,202
22969,330
22970,103
22971,372
22972,609
22973,172
22974,334
22975,611
22976,169
22977,671
22978,1059
22979,294
22980,240
22981,423
22982,119
22983,419
22984,740
22985,178
22986,202
22987,330
22988,103
22989,372
22990,609
22991,172
22992,334
22993,611
22994,169
22995,671
22996,1059
22997,294
22998,240
22999,423
23000,119
23001,419
23002,740
23003,178
23004,202
23005,330
23006,103
23007,372
23008,609
23009,172
23010,334
23011,611
23012,169
23013,671
23014,1059
23015,294
23016,240
23017,423
23018,119
23019,419
23020,740
23021,178
23022,202
23023,330
23024,103
23025,372
23026,609
23027,172
23028,334
23029,611
23030,169
23031,671
23032,1059
23033,294
23034,240
23035,423
23036,119
23037,419
23038,740
23039,178
23040,202
23041,330
23042,103
23043,372
23044,609
23045,172
23046,334
23047,611
23048,169
23049,671
23050,1059
23051,294
23052,240
23053,423
23054,119
23055,419
23056,740
23057,178
23058,202
23059,330
23060,103
23061,372
23062,609
23063,172
23064,334
23065,611
23066,169
23067,671
23068,1059
23069,294
23070,240
23071,423
23072,119
23073,419
23074,740
23075,178
23076,202
23077,330
23078,103
23079,372
23080,609
23081,172
23082,334
23083,611
23084,169
23085,671
23086,1059
23087,294
23088,240
23089,423
23090,119
23091,419
23092,740
23093,178
23094,202
23095,330
23096,103
23097,372
23098,609
23099,172
23100,334
23101,611
23102,169
23103,671
23104,1059
23105,294
23106,240
23107,423
23108,119
23109,419
23110,740
23111,178
23112,202
23113,330
23114,103
23115,372
23116,609
23117,172
23118,334
23119,611
23120,169
23121,671
23122,1059
23123,294
23124,240
23125,423
23126,119
23127,419
23128,740
23129,178
23130,202
23131,330
23132,103
23133,372
23134,609
23135,172
23136,334
23137,611
23138,169
23139,671
23140,1059
23141,294
23142,240
23143,423
23144,119
23145,419
23146,740
23147,178
23148,202
23149,330
23150,103
23151,372
23152,609
23153,172
23154,334
23155,611
23156,169
23157,671
23158,1059
23159,294
23160,240
23161,423
23162,119
23163,419
23164,740
23165,178
23166,202
23167,330
23168,103
23169,372
23170,609
23171,172
23172,334
23173,611
23174,169
23175,671
23176,1059
23177,294
23178,240
23179,423
23180,119
23181,419
23182,740
23183,178
23184,202
23185,330
23186,103
23187,372
23188,609
23189,172
23190,334
23191,611
23192,169
23193,671
23194,1059
23195,294
23196,240
23197,423
23198,119
23199,419
23200,740
23201,178
23202,202
23203,330
23204,103
23205,372
23206,609
23207,172
23208,334
23209,611
23210,169
23211,671
23212,1059
23213,294
23214,240
23215,423
23216,119
23217,419
23218,740
23219,178
23220,202
23221,330
23222,103
23223,372
23224,609
23225,172
23226,334
23227,611
23228,169
23229,671
23230,1059
23231,294
23232,240
23233,423
23234,119
23235,419
23236,740
23237,178
23238,202
23239,330
23240,103
23241,372
23242,609
23243,172
23244,334
23245,611
23246,169
23247,671
23248,1059
23249,294
23250,240
23251,423
23252,119
23253,419
23254,740
23255,178
23256,202
23257,330
23258,103
23259,372
23260,609
23261,172
23262,334
23263,611
23264,169
23265,671
23266,1059
23267,294
23268,240
23269,423
23270,119
23271,419
23272,740
23273,178
23274,202
23275,330
23276,103
23277,372
23278,609
23279,172
23280,334
23281,611
23282,169
23283,671
23284,1059
23285,294
23286,240
23287,423
23288,119
23289,419
23290,740
23291,178
23292,202
23293,330
23294,103
23295,372
23296,609
23297,172
23298,334
23299,611
23300,169
23301,671
23302,1059
23303,294
23304,240
23305,423
23306,119
23307,419
23308,740
23309,178
23310,202
23311,330
23312,103
23313,372
23314,609
23315,172
23316,334
23317,611
23318,169
23319,671
23320,1059
23321,294
23322,240
23323,423
23324,119
23325,419
23326,740
23327,178
23328,202
23329,330
23330,103
23331,372
23332,609
23333,172
23334,334
23335,611
23336,169
23337,671
23338,1059
23339,294
23340,240
23341,423
23342,119
23343,419
23344,740
23345,178
23346,202
23347,330
23348,103
23349,372
23350,609
23351,172
23352,334
23353,611
23354,169
23355,671
23356,1059
23357,294
23358,240
23359,423
23360,119
23361,419
23362,740
23363,178
23364,202
23365,330
23366,103
23367,372
23368,609
23369,172
23370,334
23371,611
23372,169
23373,671
23374,1059
23375,294
23376,240
23377,423
23378,119
23379,419
23380,740
23381,178
23382,202
23383,330
23384,103
23385,372
23386,609
23387,172
23388,334
23389,611
23390,169
23391,671
23392,1059
23393,294
23394,240
23395,423
23396,119
23397,419
23398,740
23399,178
23400,202
23401,330
23402,103
23403,372
23404,609
23405,172
23406,334
23407,611
23408,169
23409,671
23410,1059
23411,294
23412,240
23413,423
23414,119
23415,419
23416,740
23417,178
23418,202
23419,330
23420,103
23421,372
23422,609
23423,172
23424,334
23425,611
23426,169
23427,671
23428,1059
23429,294
23430,240
23431,423
23432,119
23433,419
23434,740
23435,178
23436,202
23437,330
23438,103
23439,372
23440,609
23441,172
23442,334
23443,611
23444,169
23445,671
23446,1059
23447,294
23448,240
23449,423
23450,119
23451,419
23452,740
23453,178
23454,202
23455,330
23456,103
23457,372
23458,609
23459,172
23460,334
23461,611
23462,169
23463,671
23464,1059
23465,294
23466,240
23467,423
23468,119
23469,419
23470,740
23471,178
23472,202
23473,330
23474,103
23475,372
23476,609
23477,172
23478,334
23479,611
23480,169
23481,671
23482,1059
23483,294
23484,240
23485,423
23486,119
23487,419
23488,740
23489,178
23490,202
23491,330
23492,103
23493,372
23494,609
23495,172
23496,334
23497,611
23498,169
23499,671
23500,1059
23501,294
23502,240
23503,423
23504,119
23505,419
23506,740
23507,178
23508,202
23509,330
23510,103
23511,372
23512,609
23513,172
23514,334
23515,611
23516,169
23517,671
23518,1059
23519,294
23520,240
23521,423
23522,119
23523,419
23524,740
23525,178
23526,202
23527,330
23528,103
23529,372
23530,609
23531,172
23532,334
23533,611
23534,169
23535,671
23536,1059
23537,294
23538,240
23539,423
23540,119
23541,419
23542,740
23543,178
23544,202
23545,330
23546,103
23547,372
23548,609
23549,172
23550,334
23551,611
23552,169
23553,671
23554,1059
23555,294
23556,240
23557,423
23558,119
23559,419
23560,740
23561,178
23562,202
23563,330
23564,103
23565,372
23566,609
23567,172
23568,334
23569,611
23570,169
23571,671
23572,1059
23573,294
23574,240
23575,423
23576,119
23577,419
23578,740
23579,178
23580,202
23581,330
23582,103
23583,372
23584,609
23585,172
23586,334
23587,611
23588,169
23589,671
23590,1059
23591,294
23592,240
23593,423
23594,119
23595,419
23596,740
23597,178
23598,202
23599,330
23600,103
23601,372
23602,609
23603,172
23604,334
23605,611
23606,169
23607,671
23608,1059
23609,294
23610,240
23611,423
23612,119
23613,419
23614,740
23615,178
23616,202
23617,330
23618,103
23619,372
23620,609
23621,172
23622,334
23623,611
23624,169
23625,671
23626,1059
23627,294
23628,240
23629,423
23630,119
23631,419
23632,740
23633,178
23634,202
23635,330
23636,103
23637,372
23638,609
23639,172
23640,334
23641,611
23642,169
23643,671
23644,1059
23645,294
23646,240
23647,423
23648,119
23649,419
23650,740
23651,178
23652,202
23653,330
23654,103
23655,372
23656,609
23657,172
23658,334
23659,611
23660,169
23661,671
23662,1059
23663,294
23664,240
23665,423
23666,119
23667,419
23668,740
23669,178
23670,202
23671,330
23672,103
23673,372
23674,609
23675,172
23676,334
23677,611
23678,169
23679,671
23680,1059
23681,294
23682,240
23683,423
23684,119
23685,419
23686,740
23687,178
23688,202
23689,330
23690,103
23691,372
23692,609
23693,172
23694,334
23695,611
23696,169
23697,671
23698,1059
23699,294
23700,240
23701,423
23702,119
23703,419
23704,740
23705,178
23706,202
23707,330
23708,103
23709,372
23710,609
23711,172
23712,334
23713,611
23714,169
23715,671
23716,1059
23717,294
23718,240
23719,423
23720,119
23721,419
23722,740
23723,178
23724,202
23725,330
23726,103
23727,372
23728,609
23729,172
23730,334
23731,611
23732,169
23733,671
23734,1059
23735,294
23736,240
23737,423
23738,119
23739,419
23740,740
23741,178
23742,202
23743,330
23744,103
23745,372
23746,609
23747,172
23748,334
23749,611
23750,169
23751,671
23752,1059
23753,294
23754,240
23755,423
23756,119
23757,419
23758,740
23759,178
23760,202
23761,330
23762,103
23763,372
23764,609
23765,172
23766,334
23767,611
23768,169
23769,671
23770,1059
23771,294
23772,240
23773,423
23774,119
23775,419
23776,740
23777,178
23778,202
23779,330
23780,103
23781,372
23782,609
23783,172
23784,334
23785,611
23786,169
23787,671
23788,1059
23789,294
23790,240
23791,423
23792,119
23793,419
23794,740
23795,178
23796,202
23797,330
23798,103
23799,372
23800,609
23801,172
23802,334
23803,611
23804,169
23805,671
23806,1059
23807,294
23808,240
23809,423
23810,119
23811,419
23812,740
23813,178
23814,202
23815,330
23816,103
23817,372
23818,609
23819,172
23820,334
23821,611
23822,169
23823,671
23824,1059
23825,294
23826,240
23827,423
23828,119
23829,419
23830,740
23831,178
23832,202
23833,330
23834,103
23835,372
23836,609
23837,172
23838,334
23839,611
23840,169
23841,671
23842,1059
23843,294
23844,240
23845,423
23846,119
23847,419
23848,740
23849,178
23850,202
23851,330
23852,103
23853,372
23854,609
23855,172
23856,334
23857,611
23858,169
23859,671
23860,1059
23861,294
23862,240
23863,423
23864,119
23865,419
23866,740
23867,178
23868,202
23869,330
23870,103
23871,372
23872,609
23873,172
23874,334
23875,611
23876,169
23877,671
23878,1059
23879,294
23880,240
23881,423
23882,119
23883,419
23884,740
23885,178
23886,202
23887,330
23888,103
23889,372
23890,609
23891,172
23892,334
23893,611
23894,169
23895,671
23896,1059
23897,294
23898,240
23899,423
23900,119
23901,419
23902,740
23903,178
23904,202
23905,330
23906,103
23907,372
23908,609
23909,172
23910,334
23911,611
23912,169
23913,671
23914,1059
23915,294
23916,240
23917,423
23918,119
23919,419
23920,740
23921,178
23922,202
23923,330
23924,103
23925,372
23926,609
23927,172
23928,334
23929,611
23930,169
23931,671
23932,1059
23933,294
23934,240
23935,423
23936,119
23937,419
23938,740
23939,178
23940,202
23941,330
23942,103
23943,372
23944,609
23945,172
23946,334
23947,611
23948,169
23949,671
23950,1059
23951,294
23952,240
23953,423
23954,119
23955,419
23956,740
23957,178
23958,202
23959,330
23960,103
23961,372
23962,609
23963,172
23964,334
23965,611
23966,169
23967,671
23968,1059
23969,294
23970,240
23971,423
23972,119
23973,419
23974,740
23975,178
23976,202
23977,330
23978,103
23979,372
23980,609
23981,172
23982,334
23983,611
23984,169
23985,671
23986,1059
23987,294
23988,240
23989,423
23990,119
23991,419
23992,740
23993,178
23994,202
23995,330
23996,103
23997,372
23998,609
23999,172
24000,334
24001,611
24002,169
24003,671
24004,1059
24005,294
24006,240
24007,423
24008,119
24009,419
24010,740
24011,178
24012,202
24013,330
24014,103
24015,372
24016,609
24017,172
24018,334
24019,611
24020,169
24021,671
24022,1059
24023,294
24024,240
24025,423
24026,119
24027,419
24028,740
24029,178
24030,202
24031,330
24032,103
24033,372
24034,609
24035,172
24036,334
24037,611
24038,169
24039,671
24040,1059
24041,294
24042,240
24043,423
24044,119
24045,419
24046,740
24047,178
24048,202
24049,330
24050,103
24051,372
24052,609
24053,172
24054,334
24055,611
24056,169
24057,671
24058,1059
24059,294
24060,240
24061,423
24062,119
24063,419
24064,740
24065,178
24066,202
24067,330
24068,103
24069,372
24070,609
24071,172
24072,334
24073,611
24074,169
24075,671
24076,1059
24077,294
24078,240
24079,423
24080,119
24081,419
24082,740
24083,178
24084,202
24085,330
24086,103
24087,372
24088,609
24089,172
24090,334
24091,611
24092,169
24093,671
24094,1059
24095,294
24096,240
24097,423
24098,119
24099,419
24100,740
24101,178
24102,202
24103,330
24104,103
24105,372
24106,609
24107,172
24108,334
24109,611
24110,169
24111,671
24112,1059
24113,294
24114,240
24115,423
24116,119
24117,419
24118,740
24119,178
24120,202
24121,330
24122,103
24123,372
24124,609
24125,172
24126,334
24127,611
24128,169
24129,671
24130,1059
24131,294
24132,240
24133,423
24134,119
24135,419
24136,740
24137,178
24138,202
24139,330
24140,103
24141,372
24142,609
24143,172
24144,334
24145,611
24146,169
24147,671
24148,1059
24149,294
24150,240
24151,423
24152,119
24153,419
24154,740
24155,178
24156,202
24157,330
24158,103
24159,372
24160,609
24161,172
24162,334
24163,611
24164,169
24165,671
24166,1059
24167,294
24168,240
24169,423
24170,119
24171,419
24172,740
24173,178
24174,202
24175,330
24176,103
24177,372
24178,609
24179,172
24180,334
24181,611
24182,169
24183,671
24184,1059
24185,294
24186,240
24187,423
24188,119
24189,419
24190,740
24191,178
24192,202
24193,330
24194,103
24195,372
24196,609
24197,172
24198,334
24199,611
24200,169
24201,671
24202,1059
24203,294
24204,240
24205,423
24206,119
24207,419
24208,740
24209,178
24210,202
24211,330
24212,103
24213,372
24214,609
24215,172
24216,334
24217,611
24218,169
24219,671
24220,1059
24221,294
24222,240
24223,423
24224,119
24225,419
24226,740
24227,178
24228,202
24229,330
24230,103
24231,372
24232,609
24233,172
24234,334
24235,611
24236,169
24237,671
24238,1059
24239,294
24240,240
24241,423
24242,119
24243,419
24244,740
24245,178
24246,202
24247,330
24248,103
24249,372
24250,609
24251,172
24252,334
24253,611
24254,169
24255,671
24256,1059
24257,294
24258,240
24259,423
24260,119
24261,419
24262,740
24263,178
24264,202
24265,330
24266,103
24267,372
24268,609
24269,172
24270,334
24271,611
24272,169
24273,671
24274,1059
24275,294
24276,240
24277,423
24278,119
24279,419
24280,740
24281,178
24282,202
24283,330
24284,103
24285,372
24286,609
24287,172
24288,334
24289,611
24290,169
24291,671
24292,1059
24293,294
24294,240
24295,423
24296,119
24297,419
24298,740
24299,178
24300,202
24301,330
24302,103
24303,372
24304,609
24305,172
24306,334
24307,611
24308,169
24309,671
24310,1059
24311,294
24312,240
24313,423
24314,119
24315,419
24316,740
24317,178
24318,202
24319,330
24320,103
24321,372
24322,609
24323,172
24324,334
24325,611
24326,169
24327,671
24328,1059
24329,294
24330,240
24331,423
24332,119
24333,419
24334,740
24335,178
24336,202
24337,330
24338,103
24339,372
24340,609
24341,172
24342,334
24343,611
24344,169
24345,671
24346,1059
24347,294
24348,240
24349,423
24350,119
24351,419
24352,740
24353,178
24354,202
24355,330
24356,103
24357,372
24358,609
24359,172
24360,334
24361,611
24362,169
24363,671
24364,1059
24365,294
24366,240
24367,423
24368,119
24369,419
24370,740
24371,178
24372,202
24373,330
24374,103
24375,372
24376,609
24377,172
24378,334
24379,611
24380,169
24381,671
24382,1059
24383,294
24384,240
24385,423
24386,119
24387,419
24388,740
24389,178
24390,202
24391,330
24392,103
24393,372
24394,609
24395,172
24396,334
24397,611
24398,169
24399,671
24400,1059
24401,294
24402,240
24403,423
24404,119
24405,419
24406,740
24407,178
24408,202
24409,330
24410,103
24411,372
24412,609
24413,172
24414,334
24415,611
24416,169
24417,671
24418,1059
24419,294
24420,240
24421,423
24422,119
24423,419
24424,740
24425,178
24426,202
24427,330
24428,103
24429,372
24430,609
24431,172
24432,334
24433,611
24434,169
24435,671
24436,1059
24437,294
24438,240
24439,423
24440,119
24441,419
24442,740
24443,178
24444,202
24445,330
24446,103
24447,372
24448,609
24449,172
24450,334
24451,611
24452,169
24453,671
24454,1059
24455,294
24456,240
24457,423
24458,119
24459,419
24460,740
24461,178
24462,202
24463,330
24464,103
24465,372
24466,609
24467,172
24468,334
24469,611
24470,169
24471,671
24472,1059
24473,294
24474,240
24475,423
24476,119
24477,419
24478,740
24479,178
24480,202
24481,330
24482,103
24483,372
24484,609
24485,172
24486,334
24487,611
24488,169
24489,671
24490,1059
24491,294
24492,240
24493,423
24494,119
24495,419
24496,740
24497,178
24498,202
24499,330
24500,103
24501,372
24502,609
24503,172
24504,334
24505,611
24506,169
24507,671
24508,1059
24509,294
24510,240
24511,423
24512,119
24513,419
24514,740
24515,178
24516,202
24517,330
24518,103
24519,372
24520,609
24521,172
24522,334
24523,611
24524,169
24525,671
24526,1059
24527,294
24528,240
24529,423
24530,119
24531,419
24532,740
24533,178
24534,202
24535,330
24536,103
24537,372
24538,609
24539,172
24540,334
24541,611
24542,169
24543,671
24544,1059
24545,294
24546,240
24547,423
24548,119
24549,419
24550,740
24551,178
24552,202
24553,330
24554,103
24555,372
24556,609
24557,172
24558,334
24559,611
24560,169
24561,671
24562,1059
24563,294
24564,240
24565,423
24566,119
24567,419
24568,740
24569,178
24570,202
24571,330
24572,103
24573,372
24574,609
24575,172
24576,334
24577,611
24578,169
24579,671
24580,1059
24581,294
24582,240
24583,423
24584,119
24585,419
24586,740
24587,178
24588,202
24590,103
24591,372
24592,609
24593,172
24594,334
24595,611
24596,169
24597,671
24598,1059
24599,294
24600,240
24601,423
24602,119
24603,419
24604,740
24605,178
24606,202
24607,330
24608,103
24609,372
24610,609
24611,172
24612,334
24613,611
24614,169
24615,671
24616,1059
24617,294
24618,240
24619,423
24620,119
24621,419
24622,740
24623,178
24624,202
24625,330
24626,103
24627,372
24628,609
24629,172
24630,334
24631,611
24632,169
24633,671
24634,1059
24635,294
24636,240
24637,423
24638,119
24639,419
24640,740
24641,178
24642,202
24643,330
24644,103
24645,372
24646,609
24647,172
24648,334
24649,611
24650,169
24651,671
24652,1059
24653,294
24654,240
24655,423
24656,119
24657,419
24658,740
24659,178
24660,202
24661,330
24662,103
24663,372
24664,609
24665,172
24666,334
24667,611
24668,169
24669,671
24670,1059
24671,294
24672,240
24673,423
24674,119
24675,419
24676,740
24677,178
24678,202
24679,330
24680,103
24681,372
24682,609
24683,172
24684,334
24685,611
24686,169
24687,671
24688,1059
24689,294
24690,240
24691,423
24692,119
24693,419
24694,740
24695,178
24696,202
24697,330
24698,103
24699,372
24700,609
24701,172
24702,334
24703,611
24704,169
24705,671
24706,1059
24707,294
24708,240
24709,423
24710,119
24711,419
24712,740
24713,178
24714,202
24715,330
24716,103
24717,372
24718,609
24719,172
24720,334
24721,611
24722,169
24723,671
24724,1059
24725,294
24726,240
24727,423
24728,119
24729,419
24730,740
24731,178
24732,202
24733,330
24734,103
24735,372
24736,609
24737,172
24738,334
24739,611
24740,169
24741,671
24742,1059
24743,294
24744,240
24745,423
24746,119
24747,419
24748,740
24749,178
24750,202
24751,330
24752,103
24753,372
24754,609
24755,172
24756,334
24757,611
24758,169
24759,671
24760,1059
24761,294
24762,240
24763,423
24764,119
24765,419
24766,740
24767,178
24768,202
24769,330
24770,103
24771,372
24772,609
24773,172
24774,334
24775,611
24776,169
24777,671
24778,1059
24779,294
24780,240
24781,423
24782,119
24783,419
24784,740
24785,178
24786,202
24787,330
24788,103
24789,372
24790,609
24791,172
24792,334
24793,611
24794,169
24795,671
24796,1059
24797,294
24798,240
24799,423
24800,119
24801,419
24802,740
24803,178
24804,202
24805,330
24806,103
24807,372
24808,609
24809,172
24810,334
24811,611
24812,169
24813,671
24814,1059
24815,294
24816,240
24817,423
24818,119
24819,419
24820,740
24821,178
24822,202
24823,330
24824,103
24825,372
24826,609
24827,172
24828,334
24829,611
24830,169
24831,671
24832,1059
24833,294
24834,240
24835,423
24836,119
24837,419
24838,740
24839,178
24840,202
24841,330
24842,103
24843,372
24844,609
24845,172
24846,334
24847,611
24848,169
24849,671
24850,1059
24851,294
24852,240
24853,423
24854,119
24855,419
24856,740
24857,178
24858,202
24859,330
24860,103
24861,372
24862,609
24863,172
24864,334
24865,611
24866,169
24867,671
24868,1059
24869,294
24870,240
24871,423
24872,119
24873,419
24874,740
24875,178
24876,202
24877,330
24878,103
24879,372
24880,609
24881,172
24882,334
24883,611
24884,169
24885,671
24886,1059
24887,294
24888,240
24889,423
24890,119
24891,419
24892,740
24893,178
24894,202
24895,330
24896,103
24897,372
24898,609
24899,172
24900,334
24901,611
24902,169
24903,671
24904,1059
24905,294
24906,240
24907,423
24908,119
24909,419
24910,740
24911,178
24912,202
24913,330
24914,103
24915,372
24916,609
24917,172
24918,334
24919,611
24920,169
24921,671
24922,1059
24923,294
24924,240
24925,423
24926,119
24927,419
24928,740
24929,178
24930,202
24931,330
24932,103
24933,372
24934,609
24935,172
24936,334
24937,611
24938,169
24939,671
24940,1059
24941,294
24942,240
24943,423
24944,119
24945,419
24946,740
24947,178
24948,202
24949,330
24950,103
24951,372
24952,609
24953,172
24954,334
24955,611
24956,169
24957,671
24958,1059
24959,294
24960,240
24961,423
24962,119
24963,419
24964,740
24965,178
24966,202
24967,330
24968,103
24969,372
24970,609
24971,172
24972,334
24973,611
24974,169
24975,671
24976,1059
24977,294
24978,240
24979,423
24980,119
24981,419
24982,740
24983,178
24984,202
24985,330
24986,103
24987,372
24988,609
24989,172
24990,334
24991,611
24992,169
24993,671
24994,1059
24995,294
24996,240
24997,423
24998,119
24999,419
25000,740
25001,178
25002,202
25003,330
25004,103
25005,372
25006,609
25007,172
25008,334
25009,611
25010,169
25011,671
25012,1059
25013,294
25014,240
25015,423
25016,119
25017,419
25018,740
25019,178
25020,202
25021,330
25022,103
25023,372
25024,609
25025,172
25026,334
25027,611
25028,169
25029,671
25030,1059
25031,294
25032,240
25033,423
25034,119
25035,419
25036,740
25037,178
25038,202
25039,330
25040,103
25041,372
25042,609
25043,172
25044,334
25045,611
25046,169
25047,671
25048,1059
25049,294
25050,240
25051,423
25052,119
25053,419
25054,740
25055,178
25056,202
25057,330
25058,103
25059,372
25060,609
25061,172
25062,334
